product_name,Stars,Ratings,Reviews,current_price,MRP,processor,RAM,storage,ImageURL
HP Ryzen 5 Hexa Core 5500U ,4.6,10,0,44490,49631,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/7/4/-original-imagp8xzmyz8jyua.jpeg?q=70
MSI CreatorPro M16 Core i7 12th Gen ,4.6,7,1,89990,145990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/i/x/creatorpro-m16-a12uis-notebook-msi-original-imaghffgdnghyfvw.jpeg?q=70
MSI Core i5 11th Gen ,4.4,933,91,54990,70990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,4.4,9,0,62490,72526,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/6/15-fb0121ax-gaming-laptop-hp-original-imagp39ksrhjaxfa.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,5,3,0,63990,75980,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
MSI Core i9 13th Gen ,0,0,0,599990,671990,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,4 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/g/x/titan-gt77-hx-13vi-092in-gaming-laptop-msi-original-imagz6bbegpvmr2k.jpeg?q=70
MSI Core i9 13th Gen ,0,0,0,279990,447990,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/o/n/raider-ge78-hx-13vi-087in-gaming-laptop-msi-original-imagz6bbcpjgywww.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,5,3,0,66990,78858,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,4.4,9,0,55990,66769,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/k/h/-original-imagpkbv6zpcfts5.jpeg?q=70
MSI Core i5 11th Gen ,4.4,933,91,52990,78990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
APPLE 2023 MacBook Pro M2 Max ,0,0,0,285490,309900,Apple M2 Max Processor,32 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/i/y/mphg3hn-a-thin-and-light-laptop-apple-original-imagmfhepavqyfyy.jpeg?q=70
HP Pavilion (2023) Eyesafe Intel Core i7 12th Gen ,4.3,40,2,85990,101793,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
MSI Core i5 12th Gen ,4.9,8,1,79990,114990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/n/j/-original-imagpyc3eyefdjuc.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U ,4.2,383,37,54490,64492,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/w/l/-original-imagp8xzbrgfm6gv.jpeg?q=70
HP Core i3 11th Gen ,4.8,4,2,40990,50565,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/4/p/q/-original-imagp8xzzpsxvpgx.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U ,4.3,49,5,67990,80314,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/a/x/13-be2047au-thin-and-light-laptop-hp-original-imagnh4n4vfcyghc.jpeg?q=70
MSI Core i7 12th Gen ,0,0,0,91990,106990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
HP 15s (2023) Intel Core i3 13th Gen ,3.9,10,2,47490,54552,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/o/8/-original-imagpgzte23hyfpf.jpeg?q=70
MSI Ryzen 5 Hexa Core 7530U ,4.3,92,11,41990,61990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/p/e/-original-imagnqmwkz8nfwth.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen ,4.5,116,16,61990,88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
MSI Core i7 11th Gen ,4.3,466,43,72990,89990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.7,66,7,106990,119900,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70
MSI Pulse GL66 Core i7 11th Gen ,4.5,159,26,113990,139990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/b/p/r/na-notebook-msi-original-imag4z5zs2xkvmwh.jpeg?q=70
APPLE 2023 MacBook Pro M2 Max ,0,0,0,322490,349900,Apple M2 Max Processor,32 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/a/mnwc3hn-a-laptop-apple-original-imagmfhegkrgcnhp.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Pulse GL66 Core i7 11th Gen ,4.5,159,26,113990,139990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/b/p/r/na-notebook-msi-original-imag4z5zs2xkvmwh.jpeg?q=70
HP Pavilion Intel Core i3 11th Gen ,4.4,83,14,51990,63362,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70
HP 15s (2023) Intel Core i5 13th Gen ,0,0,0,62990,72780,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/n/d/-original-imagpgzscsurhp2c.jpeg?q=70
HP 15s (2023) Intel Core i5 13th Gen ,0,0,0,67990,78447,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/a/k/-original-imagpgzsxhpbyszz.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Chromebook Flip Touch Celeron Dual Core ,4,2869,394,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70
MSI Core i3 13th Gen ,0,0,0,45990,58990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/c/t/-original-imagnqmw7fsskcr8.jpeg?q=70
MSI Core i7 12th Gen ,0,0,0,91990,106990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,3.7,163,14,23990,39990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70
HP Chromebook (2023) Intel Core i5 11th Gen ,4.5,13,0,55990,72154,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/3/n/y/14c-cc0010tu-chromebook-hp-original-imag9g9mhckzhuqt.jpeg?q=70
MSI Core i5 11th Gen ,4.3,459,37,59990,80990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
HP Pavilion (2023) Intel Core i5 13th Gen ,0,0,0,73990,87095,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/x/o/15-eg2091t-thin-and-light-laptop-hp-original-imagmf9fvrzr8y4d.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.9,15,2,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U ,4.2,126,16,64700,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/x/w/-original-imagp7pgfsr4xnxa.jpeg?q=70
HP Celeron Dual Core ,0,0,0,23990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/r/2/15a-na0008tu-thin-and-light-laptop-hp-original-imagnxa9z9ygfb8q.jpeg?q=70
HP Chromebook MediaTek Kompanio 500 ,3.8,6338,713,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,71990,87990,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/y/7/-original-imagnqmwwaznaz5e.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U ,4.9,26,4,77990,91616,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/w/y/13-be2048au-thin-and-light-laptop-hp-original-imagnh4n9kqfj4z5.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen ,4.2,70,5,34990,60090,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/k/7/k/ideapad-slim-82h801lgin-laptop-lenovo-original-imagagrpkzaxrcdc.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U ,4.2,406,56,35990,50990,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70
MSI Core i7 12th Gen ,0,0,0,92990,115990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/e/o/thin-gf63-12ve-071in-gaming-laptop-msi-original-imagmmhgbt9xtnvx.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,144990,162990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/c/p/stealth-15-a13ve-034in-gaming-laptop-msi-original-imagz6bb3hpcgnae.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,129990,151990,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/w/o/prestige-16studio-a13ve-031in-laptop-msi-original-imagnjyvgmhfpegx.jpeg?q=70
MSI Raider GE66 Core i7 12th Gen ,0,0,0,244990,279990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kyag87k0/computer/7/r/u/raider-ge66-12ugs-gaming-laptop-msi-original-imagakb9zw7gqzcm.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
SAMSUNG Galaxy Book 2 Core i5 12th Gen ,4,41,6,56990,85990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/j/e/galaxy-book2-plastic-thin-and-light-laptop-samsung-original-imaghkp8zvqhfzrh.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.4,42,1,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
MSI Sword 15 Core i5 12th Gen ,4.7,69,17,79990,98390,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/n/t/g/sword-15-a12ud-gaming-laptop-msi-original-imageymchyn4ypgz.jpeg?q=70
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H ,0,0,0,104990,127036,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
MSI Core i5 11th Gen ,4.3,459,37,65990,81990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
APPLE 2022 MacBook Pro M2 ,4.4,25,1,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/s/m/-original-imagfdewfh9z3pee.jpeg?q=70
HP Pavilion Core i5 12th Gen ,4.2,5,0,66990,81444,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/e/s/14-ek0092tu-thin-and-light-laptop-hp-original-imaghubrzsyhm6wf.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U ,4.3,49,5,67990,80314,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/w/z/13-be2046au-thin-and-light-laptop-hp-original-imagnh4nzg7fahsb.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.6,22,2,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U ,4.9,26,4,77990,91616,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/w/z/13-be2046au-thin-and-light-laptop-hp-original-imagnh4nzg7fahsb.jpeg?q=70
HP Victus Core i5 11th Gen ,4.2,225,26,59990,84419,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70
MSI Stealth GS66 Core i7 12th Gen ,0,0,0,275990,313990,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kyag87k0/computer/h/i/l/stealth-gs66-12ugs-gaming-laptop-msi-original-imagak5jdsg4bgtp.jpeg?q=70
MSI Core i5 12th Gen ,4.1,35,2,50990,67990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/p/e/-original-imagnqmwkz8nfwth.jpeg?q=70
APPLE MacBook Air M1 ,4.7,832,89,111990,112900,Apple M1 Processor,16 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70
APPLE 2021 Macbook Pro M1 Pro ,4.8,134,14,243990,259900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen ,4.4,228,19,62490,72537,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/y/h/-original-imagp7pffwbgzkrv.jpeg?q=70
HP OMEN Ryzen 7 Octa Core AMD R7,4.7,15,0,92990,117664,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H,4.3,51,7,93990,114220,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/9/-original-imagp7pfqe9ey4he.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,0,0,0,63990,75980,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
MSI Core i5 12th Gen ,0,0,0,89990,111990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/e/o/thin-gf63-12ve-071in-gaming-laptop-msi-original-imagmmhgbt9xtnvx.jpeg?q=70
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H,4.6,23,3,82490,99533,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/o/f/-original-imagp7pfpfw7vdky.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP 15s Intel Core i5 12th Gen ,4.1,183,13,61490,75059,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/l/e/-original-imagp8xz5bfrpzvz.jpeg?q=70
MSI Core i7 12th Gen ,3.8,10,4,129490,156990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/computer/e/g/j/pulse-gl66-12uek-gaming-laptop-msi-original-imagaepqpz8ufhzk.jpeg?q=70
HP Ryzen 7 Octa Core 5700U ,4.2,58,4,59990,71766,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/k/s/-original-imagp7pgjgbbjxht.jpeg?q=70
HP Envy x360 Creator Intel Evo Core i5 12th Gen ,4.5,35,5,82990,99148,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/5/u/x360-bf0121tu-thin-and-light-laptop-hp-original-imaghqcrw4zxhhcc.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
HP 15s (2023) Ryzen 5 Quad Core 7520U ,0,0,0,52490,60248,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/m/g/-original-imagpecqrbbzdzmj.jpeg?q=70
HP Ryzen 9 Octa Core 6900HX ,0,0,0,154490,178167,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
HP Chromebook x360 Intel Celeron Dual Core ,4.1,95,10,23990,32295,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/p/m/9/14a-ca0506tu-thin-and-light-laptop-hp-original-imagbmtfbpbkvyqz.jpeg?q=70
APPLE 2021 Macbook Pro M1 Pro ,4.8,134,14,225090,239900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/c/8/u/mkgp3hn-a-thin-and-light-laptop-apple-original-imag7yznc5d2rsuh.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,69990,85990,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/f/2/-original-imagnqmwqyhgztv3.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,169990,190990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/i/t/pulse-15-b13vfk-293in-gaming-laptop-msi-original-imagnjynwgnfmgur.jpeg?q=70
